DOY   hrmin     Vbar    SDVn
238   1400      5.28    1.30
238   1500      5.93    1.39
238   1600      6.58    1.51
238   1700      5.73    1.11
238   1800      5.27    0.79
238   1900      5.21    1.07
238   2000      6.39    0.71
238   2100      5.61    0.61
238   2200      3.77    0.44
238   2300      1.81    0.58
238   2400      1.34    0.73
239    100      1.48    0.28
239    200      2.53    0.38
239    300      1.95    0.36
239    400      2.00    0.78
239    500      1.61    0.56
239    600      1.43    0.29
239    700      1.29    0.27
239    800      1.49    0.34
239    900      3.72    1.05
239   1000      6.28    1.21
239   1100      5.99    1.21
239   1200      7.17    1.22
239   1300      8.04    1.16
239   1400      7.93    1.25
239   1500      7.98    1.14
239   1600      7.47    1.14
239   1700      7.53    0.96
239   1800      6.14    0.79
239   1900      5.06    0.75
239   2000      3.69    0.45
239   2100      3.32    0.47
239   2200      3.08    0.51
239   2300      1.22    0.50
239   2400      1.43    0.34
240    100      0.96    0.36
240    200      0.96    0.52
240    300      1.35    0.39
240    400      1.21    0.31
240    500      1.19    0.23
240    600      1.50    0.37
240    700      1.06    0.20
240    800      0.28    0.14
240    900      1.65    0.35
240   1000      1.51    0.53
240   1100      1.50    0.68
240   1200      1.81    0.81
240   1300      1.59    0.76
240   1400      2.26    0.56
240   1500      2.15    0.88
240   1600      2.56    0.79
240   1700      1.94    0.81
240   1800      2.58    0.57
240   1900      3.37    0.63
240   2000      2.76    0.40
240   2100      2.17    0.54
240   2200      2.06    0.48
240   2300      1.49    0.51
240   2400      1.82    0.45
241    100      1.87    0.41
241    200      2.03    0.43
241    300      2.01    0.42
241    400      2.12    0.37
241    500      2.70    0.24
241    600      1.57    0.44
241    700      2.37    0.39
241    800      1.06    0.23
241    900      0.67    0.29
241   1000      0.93    0.44
241   1100      1.17    0.46
241   1200      2.05    0.73
241   1300      2.67    0.66
241   1400      3.84    0.82
241   1500      4.37    0.77
241   1600      4.69    0.97
241   1700      3.65    0.88
241   1800      3.53    0.50
241   1900      2.40    0.25
241   2000      2.21    0.56
241   2100      2.56    0.40
241   2200      3.43    0.32
241   2300      1.60    0.55
241   2400      2.20    0.42
242    100      2.22    0.31
242    200      1.94    0.35
242    300      2.22    0.32
242    400      1.55    0.18
242    500      2.48    0.41
242    600      2.90    0.30
242    700      2.64    0.36
242    800      1.30    0.47
242    900      1.05    0.25
242   1000      1.23    0.36
242   1100      1.22    0.50
242   1200      1.62    0.44
242   1300      3.20    0.99
242   1400      4.71    1.05
242   1500      4.20    0.97
242   1600      3.87    0.70
242   1700      2.69    0.51
242   1800      2.19    0.56
242   1900      2.48    0.74
242   2000      2.26    0.24
242   2100      2.64    0.33
242   2200      1.19    0.50
242   2300      0.88    0.39
242   2400      0.72    0.25
243    100      1.61    0.29
243    200      1.34    0.48
243    300      1.23    0.49
243    400      1.46    0.39
243    500      1.37    0.38
243    600      1.43    0.38
243    700      2.16    0.26
243    800      1.97    0.29
243    900      1.36    0.45
243   1000      1.38    0.45
243   1100      1.75    0.43
243   1200      1.50    0.59
243   1300      2.04    0.46
243   1400      4.11    0.76
243   1500      6.29    1.18
243   1600      4.58    1.14
243   1700      3.84    1.28
243   1800      2.85    0.56
243   1900      1.48    0.23
243   2000      2.47    0.31
243   2100      1.50    0.44
243   2200      3.29    1.48
243   2300      2.23    0.55
243   2400      1.85    0.44
244    100      2.48    0.29
244    200      2.20    0.23
244    300      2.15    0.36
244    400      2.19    0.38
244    500      2.54    0.28
244    600      2.57    0.23
244    700      1.37    0.34
244    800      1.58    0.33
244    900      1.71    0.43
244   1000      1.67    0.47
244   1100      1.47    0.53
244   1200      1.59    0.48
244   1300      1.83    0.64
244   1400      2.27    0.91
244   1500      3.37    1.48
244   1600      4.27    2.00
244   1700      7.44    1.34
244   1800      5.16    0.78
244   1900      3.13    0.33
244   2000      1.17    0.61
244   2100      2.45    0.42
244   2200      1.59    0.35
244   2300      2.45    0.61
244   2400      1.68    0.34
245    100      1.91    0.45
245    200      1.71    0.34
245    300      1.38    0.31
245    400      1.99    0.43
245    500      1.67    0.69
245    600      1.22    0.38
245    700      1.05    0.29
245    800      0.73    0.41
245    900      0.95    0.32
245   1000      0.96    0.39
245   1100      1.26    0.39
245   1200      1.51    0.53
245   1300      2.06    0.60
245   1400      2.68    0.72
245   1500      2.04    0.52
245   1600      2.01    0.61
245   1700      1.91    0.38
245   1800      1.26    0.17
245   1900      1.47    0.35
245   2000      2.54    0.34
245   2100      4.16    0.34
245   2200      4.88    0.40
245   2300      2.84    1.33
245   2400      1.40    0.59
246    100      2.14    0.22
246    200      2.68    0.26
246    300      2.37    0.50
246    400      2.35    0.33
246    500      1.86    0.70
246    600      1.91    0.42
246    700      2.46    0.32
246    800      2.42    0.38
246    900      1.26    0.43
246   1000      1.57    0.37
246   1100      1.72    0.44
246   1200      2.17    0.48
246   1300      2.02    0.89
246   1400      2.23    0.59
246   1500      1.64    0.57
246   1600      1.94    0.59
246   1700      1.84    0.42
246   1800      1.30    0.24
246   1900      1.99    0.69
246   2000      2.55    0.83
246   2100      1.63    0.41
246   2200      2.14    0.65
246   2300      2.67    0.33
246   2400      3.65    0.34
247    100      1.69    0.48
247    200      1.75    0.40
247    300      2.27    0.58
247    400      2.10    0.48
247    500      1.53    0.39
247    600      1.23    0.46
247    700      1.60    0.65
247    800      1.40    0.52
247    900      1.37    0.28
247   1000      1.94    0.32
247   1100      1.55    0.36
247   1200      1.69    0.42
247   1300      2.23    0.57
247   1400      2.03    0.49
247   1500      1.66    0.50
247   1600      1.12    0.50
247   1700      1.73    0.55
247   1800      2.57    0.24
247   1900      2.14    0.21
247   2000      2.48    0.20
247   2100      2.28    0.30
247   2200      3.50    0.38
247   2300      2.11    0.79
247   2400      1.71    0.62
248    100      1.72    0.37
248    200      1.40    0.36
248    300      0.97    0.17
248    400      1.40    0.21
248    500      2.06    0.32
248    600      3.05    0.30
248    700      3.59    0.23
248    800      2.99    0.22
248    900      1.59    0.51
248   1000      1.25    0.49
248   1100      1.18    0.48
248   1200      1.79    0.58
248   1300      2.46    0.62
248   1400      2.01    0.59
248   1500      1.66    0.90
248   1600      3.09    0.73
248   1700      3.38    0.73
248   1800      4.04    0.82
248   2000      2.97    0.59
248   2100      1.91    0.82
248   2200      1.85    0.41
248   2300      2.01    0.69
248   2400      1.63    0.45
249    100      2.17    0.39
249    200      2.38    0.38
249    300      1.36    0.55
249    400      1.94    0.30
249    500      1.64    0.46
249    600      1.38    0.30
249    700      1.29    0.20
249    800      1.34    0.21
249    900      0.71    0.37
249   1000      1.24    0.45
249   1100      1.09    0.50
249   1200      1.57    0.57
249   1300      1.34    0.62
249   1400      1.33    0.52
249   1500      1.73    0.42
249   1600      1.84    0.47
249   1700      1.53    0.26
249   1800      4.86    0.90
249   1900      5.85    1.30
249   2000      2.61    0.88
249   2100      2.21    0.63
249   2200      3.31    0.35
249   2300      3.45    0.32
249   2400      4.07    0.36
250    100      3.55    0.37
250    200      1.61    0.65
250    300      2.21    0.35
250    400      3.00    0.27
250    500      2.46    0.41
250    600      1.65    0.26
250    700      1.22    0.21
250    800      0.70    0.19
250    900      0.86    0.27
250   1000      1.35    0.30
250   1100      1.78    0.44
250   1200      1.35    0.57
250   1300      1.80    0.45
250   1400      1.29    0.50
250   1500      4.74    0.84
250   1600      2.91    0.67
250   1700      0.88    0.45
250   1800      1.48    0.54
250   1900      3.57    0.45
250   2000      1.99    0.61
250   2100      2.37    0.58
250   2200      1.65    0.34
250   2300      2.11    0.60
250   2400      2.17    0.50
251    100      1.35    0.40
251    200      2.17    0.37
251    300      2.58    0.29
251    400      1.76    0.23
251    500      1.63    0.20
251    600      2.80    0.25
251    700      1.90    0.29
251    800      0.54    0.17
251    900      0.55    0.24
251   1000      0.86    0.32
251   1100      0.91    0.26
251   1200      1.27    0.40
251   1300      2.45    0.58
251   1400      4.03    1.59
251   1500      4.45    0.86
251   1600      4.31    0.60
251   1700      3.54    1.01
251   1800      2.37    0.53
251   1900      1.55    0.53
251   2000      1.62    0.59
251   2100      2.21    0.73
251   2200      2.18    0.30
251   2300      2.95    0.59
251   2400      2.17    0.56
252    100      2.56    0.49
252    200      2.37    0.52
252    300      1.59    0.37
252    400      1.94    0.54
252    500      1.39    0.45
252    600      1.69    0.51
252    700      1.90    0.33
252    800      0.91    0.30
252    900      1.18    0.31
252   1000      1.04    0.29
252   1100      1.18    0.41
252   1200      2.00    0.60
252   1300      1.62    0.49
252   1400      1.76    0.47
252   1500      2.57    0.99
252   1600      3.04    0.99
252   1700      3.06    0.77
252   1800      1.23    0.37
252   1900      2.05    0.55
252   2000      2.40    0.60
252   2100      2.67    0.35
252   2200      1.75    0.78
252   2300      1.30    0.43
252   2400      1.52    0.47
253    100      2.45    0.41
253    200      2.65    0.64
253    300      3.77    0.34
253    400      4.23    0.38
253    500      2.63    0.38
253    600      1.12    0.48
253    700      2.44    0.56
253    800      0.92    0.28
253    900      0.65    0.24
253   1000      1.26    0.38
253   1100      1.31    0.36
253   1200      1.06    0.36
253   1300      1.49    0.42
253   1400      1.62    0.41
253   1500      2.54    0.58
253   1600      3.60    0.59
253   1700      3.32    0.68
253   1800      2.80    0.49
253   1900      2.07    0.33
253   2000      2.86    0.29
253   2100      2.80    0.31
253   2200      2.22    0.18
253   2300      1.73    0.58
253   2400      2.10    0.63
254    100      3.39    0.41
254    200      2.37    0.48
254    300      2.95    0.43
254    400      1.71    0.36
254    500      2.11    0.42
254    600      1.41    0.47
254    700      2.13    0.50
254    800      1.11    0.30
254    900      0.81    0.21
254   1000      1.08    0.34
254   1100      1.44    0.40
254   1200      2.31    0.86
254   1300      4.02    0.93
254   1400      4.42    1.01
254   1500      5.18    0.96
254   1600      4.11    0.80
254   1700      2.88    0.96
254   1800      3.57    0.67
254   1900      2.68    0.26
254   2000      2.49    0.38
254   2100      2.14    0.47
254   2200      1.58    0.81
254   2300      1.70    0.51
254   2400      2.24    0.29
255    100      2.62    0.29
255    200      2.84    0.28
255    300      2.91    0.28
255    400      3.02    0.24
255    500      2.61    0.35
255    600      3.01    0.33
255    700      2.91    0.40
255    800      1.54    0.25
255    900      0.66    0.25
255   1000      1.81    0.67
255   1100      5.18    0.79
255   1200      5.26    1.07
255   1300      5.25    1.12
255   1400      6.73    1.47
255   1500      6.93    1.26
255   1600      5.69    1.17
255   1700      5.52    1.03
255   1800      5.18    0.78
255   1900      5.01    0.47
255   2000      4.58    0.44
255   2100      3.68    0.38
255   2200      3.09    0.69
255   2300      3.38    0.78
255   2400      2.29    0.46
256    100      3.05    0.24
256    200      3.55    0.44
256    300      2.87    0.64
256    400      3.51    0.33
256    500      2.89    0.47
256    600      1.39    0.39
256    700      1.91    0.16
256    800      0.89    0.25
256    900      1.51    0.46
256   1000      3.62    0.50
256   1100      4.92    0.89
256   1200      5.42    1.23
256   1300      6.59    1.45
256   1400      6.99    1.39
256   1500      5.77    1.30
256   1600      5.71    1.21
256   1700      5.65    1.00
256   1800      5.86    0.69
256   1900      4.90    0.52
256   2000      3.09    0.79
256   2100      2.68    0.84
256   2200      2.64    0.29
256   2300      2.26    0.41
256   2400      1.86    0.59
257    100      1.87    0.47
257    200      1.28    0.48
257    300      1.57    0.43
257    400      1.13    0.34
257    500      1.33    0.40
257    600      1.98    0.47
257    700      1.90    0.27
257    800      0.93    0.21
257    900      1.10    0.39
257   1000      0.74    0.37
257   1100      1.25    0.43
257   1200      1.66    0.49
257   1300      2.43    0.91
257   1400      3.17    0.85
257   1500      2.62    0.80
257   1600      3.04    0.88
257   1700      3.25    0.66
257   1800      3.18    0.50
257   1900      2.22    0.50
257   2000      2.89    0.44
257   2100      3.43    0.32
257   2200      3.73    0.29
257   2300      2.00    0.52
257   2400      2.00    0.34
258    100      2.33    0.34
258    200      2.97    0.31
258    300      3.98    0.31
258    400      3.19    0.30
258    500      3.24    0.30
258    600      3.79    0.31
258    700      3.26    0.31
258    800      1.76    0.25
258    900      0.74    0.22
258   1000      1.22    0.29
258   1100      1.42    0.37
258   1200      0.94    0.34
258   1300      1.84    0.70
258   1400      5.52    0.87
258   1500      4.98    1.13
258   1600      4.10    1.05
258   1700      5.94    1.05
258   1800      6.04    0.65
258   1900      4.35    0.46
258   2000      4.17    0.40
258   2100      3.26    0.55
258   2200      3.04    0.60
258   2300      2.22    0.53
258   2400      1.53    0.28
259    100      2.13    0.76
259    200      3.47    0.40
259    300      2.44    0.62
259    400      0.93    0.29
259    500      1.91    0.30
259    600      2.48    0.31
259    700      1.87    0.26
259    800      0.73    0.19
259    900      0.76    0.21
259   1000      1.68    0.48
259   1100      3.82    0.65
259   1200      4.12    1.12
259   1300      4.10    1.06
259   1400      4.33    0.92
259   1500      5.27    1.17
259   1600      2.97    0.95
259   1700      3.43    0.40
259   2000      3.09    1.04
259   2100      3.33    1.05
259   2200      1.80    0.32
259   2300      1.67    0.46
260    100      2.57    0.29
260    200      0.96    0.33
260    300      1.39    0.50
260    400      0.97    0.40
260    500      2.32    0.27
260    600      1.70    0.39
260    700      0.90    0.32
260    800      1.65    0.49
260    900      0.77    0.23
260   1000      1.18    0.37
260   1100      1.22    0.36
260   1200      1.88    0.53
260   1300      2.72    0.88
260   1400      2.93    0.87
260   1500      3.96    1.00
260   1600      3.05    0.76
260   1700      2.35    0.62
260   1800      2.52    0.83
260   1900      1.98    0.32
260   2000      1.88    0.42
260   2100      3.46    0.91
260   2200      2.12    0.49
260   2300      1.97    0.49
260   2400      2.99    0.34
261    100      1.65    0.54
261    200      2.34    0.39
261    300      2.65    0.30
261    400      2.59    0.44
261    500      1.45    0.37
261    600      1.51    0.45
261    700      2.09    0.21
261    800      1.45    0.25
261    900      0.66    0.31
261   1000      1.16    0.36
261   1100      2.01    0.38
261   1200      3.26    0.86
261   1300      3.62    0.84
261   1400      3.84    0.99
261   1500      4.42    1.29
261   1600      4.47    1.18
261   1700      4.42    0.89
261   1800      3.45    0.57
261   1900      2.55    0.37
261   2000      1.43    0.34
261   2100      2.59    0.45
261   2200      1.91    0.65
261   2300      2.23    0.40
261   2400      1.75    0.44
262    100      2.46    0.30
262    200      2.32    0.35
262    300      2.05    0.40
262    400      2.09    0.55
262    500      2.05    0.33
262    600      1.70    0.35
262    700      2.35    0.38
262    800      0.78    0.26
262    900      0.53    0.23
262   1000      0.80    0.23
262   1100      1.46    0.34
262   1200      2.20    0.43
262   1300      2.66    1.26
262   1400      3.82    1.00
262   1500      4.55    1.07
262   1600      4.18    0.88
262   1700      3.33    0.94
262   1800      3.78    0.99
262   1900      6.00    0.75
262   2000      6.95    2.07
262   2100      7.99    1.83
262   2200      2.39    0.82
262   2300      1.28    0.34
262   2400      1.98    0.28
263    100      2.39    0.26
263    200      3.42    0.29
263    300      3.16    0.34
263    400      2.24    0.35
263    500      3.05    0.36
263    600      1.78    0.52
263    700      1.58    0.40
263    800      0.85    0.27
263    900      0.76    0.30
263   1000      1.53    0.36
263   1100      2.12    0.72
263   1200      2.32    0.98
263   1300      3.62    1.13
263   1400      3.54    1.19
263   1500      2.30    0.84
263   1600      1.71    0.47
263   1700      2.24    0.58
263   1800      2.62    0.66
263   1900      2.40    0.45
263   2000      2.10    0.48
263   2100      1.25    0.38
263   2200      1.64    0.36
263   2300      1.81    0.29
263   2400      1.70    0.33
264    100      3.02    0.42
264    200      2.12    0.32
264    300      3.46    0.30
264    400      2.81    0.50
264    500      1.82    0.53
264    600      2.14    0.41
264    700      1.53    0.32
264    800      1.90    0.33
264    900      0.70    0.45
264   1000      1.27    0.37
264   1100      1.12    0.54
264   1200      1.67    0.45
264   1300      2.09    0.48
264   1400      1.91    0.54
264   1500      1.89    0.66
264   1600      1.21    0.49
264   1700      1.44    0.57
264   1800      1.27    0.25
264   1900      2.77    0.27
264   2000      3.69    0.56
264   2100      3.72    0.34
264   2200      2.49    0.48
264   2300      1.50    0.36
264   2400      2.38    0.62
265    100      2.31    0.33
265    200      1.05    0.40
265    300      1.47    0.42
265    400      2.08    0.61
265    500      1.23    0.37
265    600      1.86    0.21
265    700      1.18    0.18
265    800      0.81    0.35
265    900      0.71    0.25
265   1000      0.63    0.26
265   1100      0.94    0.40
265   1200      0.93    0.33
265   1300      1.83    0.37
265   1400      2.11    0.62
265   1500      3.20    0.61
265   1600      3.59    0.82
265   1700      3.09    0.60
265   1800      2.40    0.46
265   1900      1.65    0.31
265   2000      2.51    0.36
265   2100      1.84    0.70
265   2200      2.94    0.61
265   2300      1.47    0.53
265   2400      2.60    0.66
266    100      2.84    0.39
266    200      3.44    0.38
266    300      2.54    0.33
266    400      3.17    0.33
266    500      2.66    0.27
266    600      2.07    0.50
266    700      2.37    0.31
266    800      0.95    0.23
266    900      0.62    0.26
266   1000      1.19    0.32
266   1100      1.86    0.34
266   1200      2.61    0.84
266   1300      3.86    0.93
266   1400      4.85    0.71
266   1500      5.04    1.16
266   1600      5.08    0.96
266   1700      5.87    0.82
266   1800      3.94    0.57
266   1900      1.89    0.43
266   2000      3.32    1.81
266   2100      5.53    1.26
266   2200      4.27    0.94
266   2300      2.07    0.77
267    200      1.72    0.43
267    300      1.99    0.26
267    400      1.67    0.61
267    500      2.26    0.55
267    600      3.02    0.29
267    700      2.45    0.27
267    800      2.45    0.28
267    900      1.14    0.33
267   1000      1.17    0.41
267   1100      1.98    0.96
267   1200      4.62    1.01
267   1300      7.34    1.28
267   1400      8.46    1.49
267   1500      8.57    1.51
267   1600      7.41    1.29
267   1700      7.83    1.27
267   1800      8.17    1.32
267   1900      7.23    1.04
267   2000      3.36    1.74
267   2100      2.22    0.53
267   2200      4.34    0.84
267   2300      5.00    0.53
267   2400      5.58    0.57
268    100      4.18    0.55
268    200      2.71    0.37
268    300      1.72    0.66
268    400      1.69    0.54
268    500      1.60    0.32
268    600      2.00    0.34
268    700      1.44    0.21
268    800      1.19    0.53
268    900      1.79    0.42
268   1000      2.37    0.77
268   1100      4.83    0.93
268   1200      3.99    0.72
268   1300      3.93    0.98
268   1400      3.06    0.89
268   1500      2.76    0.65
268   1600      2.01    0.57
268   1700      1.19    0.49
268   1800      1.39    0.36
268   1900      1.86    0.13
268   2000      2.41    0.22
268   2100      2.02    0.19
268   2200      1.70    0.31
268   2300      2.87    0.25
268   2400      2.88    0.26
269    100      2.04    0.21
269    200      2.20    0.49
269    300      1.59    0.41
269    400      1.73    0.23
269    500      1.42    0.24
269    600      1.37    0.42
269    700      1.36    0.26
269    800      0.90    0.21
269    900      0.95    0.31
269   1000      0.97    0.42
269   1100      1.24    0.40
269   1200      1.91    0.59
269   1300      2.32    0.75
269   1400      2.47    0.62
269   1500      2.28    0.67
269   1600      1.46    0.48
269   1700      1.42    0.25
269   1800      1.09    0.39
269   1900      2.39    0.36
269   2000      2.75    0.28
269   2100      3.26    0.42
269   2200      2.88    0.37
269   2300      1.86    0.48
269   2400      1.56    0.52
270    100      2.59    0.29
270    200      3.03    0.30
270    300      3.17    0.31
270    400      1.77    0.45
270    500      1.92    0.35
270    600      1.78    0.35
270    700      1.89    0.51
270    800      0.74    0.30
270    900      0.61    0.19
270   1000      1.18    0.37
270   1100      1.35    0.55
270   1200      1.11    0.47
270   1300      1.10    0.39
270   1400      0.88    0.34
270   1500      1.38    0.42
270   1600      1.02    0.22
270   1700      0.44    0.14
270   1800      1.01    0.34
270   1900      2.67    0.73
270   2000      2.84    0.30
270   2100      2.70    0.45
270   2200      2.16    0.36
270   2300      2.10    0.64
270   2400      2.27    0.64
271    100      1.94    0.40
271    200      1.21    0.49
271    300      2.06    0.49
271    400      1.74    0.34
271    500      2.15    0.20
271    600      2.45    0.18
271    700      2.16    0.18
271    800      1.31    0.27
271    900      1.04    0.22
271   1000      1.32    0.42
271   1100      1.31    0.55
271   1200      1.08    0.42
271   1300      1.37    0.54
271   1400      1.62    0.36
271   1500      2.23    0.46
271   1600      1.78    0.40
271   1700      1.46    0.35
271   1800      2.08    0.79
271   1900      1.97    0.50
271   2000      2.31    0.45
271   2100      2.70    0.50
271   2200      2.25    0.48
271   2300      2.47    0.46
271   2400      1.51    0.48
272    100      1.88    0.18
272    200      2.17    0.37
272    300      2.34    0.55
272    400      1.56    0.32
272    500      1.66    0.35
272    600      2.12    0.58
272    700      1.68    0.36
272    800      1.17    0.22
272    900      0.60    0.18
272   1000      0.56    0.21
272   1100      1.22    0.24
272   1200      1.64    0.50
272   1300      3.70    1.12
272   1400      4.94    1.16
272   1500      4.35    1.15
272   1600      4.14    1.15
272   1700      2.91    0.51
272   1800      1.17    0.24
272   1900      1.71    0.24
272   2000      2.59    0.38
272   2100      2.69    0.23
272   2200      2.03    0.57
272   2300      1.84    0.21
272   2400      1.83    0.32
273    100      1.71    0.43
273    200      1.64    0.44
273    300      1.47    0.48
273    400      1.50    0.43
273    500      1.41    0.30
273    600      1.55    0.37
273    700      1.46    0.51
273    800      1.68    0.45
273    900      1.23    0.42
273   1000      4.83    0.85
273   1100      6.02    0.98
273   1200      5.59    1.21
273   1300      5.18    1.18
273   1400      6.66    1.19
273   1500      6.75    1.20
273   1600      5.69    1.10
273   1700      5.08    1.61
273   1800      4.62    0.67
273   1900      3.09    0.40
273   2000      2.56    0.24
273   2100      2.76    0.54
273   2200      2.67    0.43
273   2300      3.21    0.48
273   2400      3.83    0.53
274    100      2.26    0.52
274    200      2.11    0.58
274    300      1.75    0.64
274    400      2.32    0.34
274    500      2.45    0.48
274    600      1.91    0.52
274    700      2.14    0.65
274    800      2.04    0.41
274    900      1.17    0.54
274   1000      1.46    0.36
274   1100      1.55    0.66
274   1200      3.70    0.80
274   1300      3.03    0.64
274   1400      3.89    1.05
274   1500      4.82    1.33
274   1700      2.27    0.81
274   1800      2.67    0.38
274   2100      1.83    0.41
274   2200      2.37    0.33
274   2300      1.42    0.37
274   2400      1.77    0.36
275    100      1.81    0.24
275    200      2.49    0.26
275    300      1.68    0.23
275    400      1.62    0.28
275    500      1.38    0.29
275    600      1.87    0.31
275    700      1.64    0.30
275    800      1.27    0.16
275    900      0.45    0.17
275   1000      0.61    0.18
275   1100      1.20    0.29
275   1200      0.79    0.44
275   1300      1.55    0.56
275   1400      2.73    0.87
275   1500      2.67    0.59
275   1600      4.06    0.74
275   1700      6.05    0.75
275   1800      5.22    0.58
275   1900      4.23    0.48
275   2000      3.55    0.42
275   2100      2.43    0.28
276    900      0.94    0.31
276   1000      1.05    0.48
276   1100      0.85    0.41
276   1200      1.40    0.62
276   1300      1.81    0.66
276   1400      1.31    0.73
276   1500      2.90    0.79
276   1600      4.66    1.22
276   1700      2.26    0.48
276   1800      1.24    0.49
277    100      1.43    0.62
277    200      1.04    0.20
277   1000      2.19    0.42
277   1400      4.19    0.57
277   1500      4.91    0.68
277   1600      5.13    0.68
277   1700      5.00    0.62
277   1800      3.42    0.34
277   1900      1.39    0.72
277   2000      1.22    0.39
277   2100      1.60    0.22
277   2200      1.19    0.34
277   2300      1.16    0.31
277   2400      1.66    0.32
278    100      1.90    0.30
278    200      0.93    0.31
278    300      1.46    0.37
278    400      1.19    0.33
278    500      0.88    0.44
278    600      0.74    0.31
278    900      1.91    0.38
278   1200      3.02    0.61
278   1300      2.88    0.74
278   1400      2.75    0.80
278   1500      3.51    1.20
278   1600      2.52    0.48
278   1700      1.80    0.63
278   1800      2.13    0.25
278   1900      1.28    0.34
278   2000      1.05    0.38
278   2100      1.47    0.41
278   2200      1.67    0.29
278   2300      1.78    0.30
278   2400      1.41    0.35
279    100      1.58    0.35
279    200      1.46    0.24
279    300      1.88    0.39
279    400      1.58    0.45
279    500      1.28    0.32
279    600      1.02    0.34
279    700      0.77    0.22
279    800      0.74    0.23
279    900      0.53    0.23
279   1000      0.96    0.27
279   1100      1.26    0.39
279   1200      1.08    0.41
279   1300      1.27    0.49
279   1400      1.61    0.58
279   1500      1.94    0.35
279   1600      1.64    0.35
279   1700      1.15    0.30
279   1800      0.52    0.21
279   1900      0.96    0.08
279   2000      0.96    0.17
279   2100      2.33    0.37
279   2200      1.66    0.25
279   2300      1.76    0.29
279   2400      1.71    0.31
280    800      2.22    0.30
280    900      2.07    0.30
280   1000      3.14    0.46
280   1900      3.99    0.60
280   2000      4.77    0.59
280   2100      5.05    0.55
280   2200      5.41    0.65
281    400      1.99    0.43
281    500      3.94    0.54
281    800      3.26    0.49
281    900      2.93    0.59
281   1000      3.09    0.88
281   1100      4.23    0.52
281   1200      4.82    0.87
281   1300      3.56    0.76
281   1400      4.12    0.70
281   1500      4.87    0.77
281   1600      4.11    0.59
281   1700      3.07    0.48
281   1800      3.13    0.40
281   1900      3.03    0.42
281   2000      3.78    0.42
281   2100      3.61    0.42
281   2200      2.98    0.32
281   2300      1.66    0.22
281   2400      0.63    0.28
282    100      1.28    0.24
282    200      1.85    0.16
282    300      1.31    0.45
282    400      1.23    0.22
282    500      1.19    0.30
282    600      1.27    0.25
282    700      1.84    0.27
282    800      1.16    0.26
282    900      1.22    0.34
282   1000      2.00    0.55
282   1100      3.64    0.64
282   1200      3.30    0.71
282   1300      3.02    0.79
282   1400      3.16    0.71
282   1500      3.38    0.53
282   1600      1.59    0.46
282   1700      1.09    0.30
282   1800      1.58    0.24
282   1900      2.03    0.29
282   2000      2.55    0.38
283   1100      1.45    0.40
283   1200      2.28    0.49
283   1300      2.14    0.61
283   1400      1.49    0.47
283   1500      2.74    0.41
283   1600      3.03    0.41
283   1700      2.62    0.36
283   1800      2.38    0.50
283   1900      1.40    0.19
283   2000      2.44    0.33
283   2100      1.82    0.27
283   2200      1.31    0.43
283   2300      1.56    0.34
283   2400      0.98    0.24
284    100      1.08    0.41
284    200      1.49    0.29
284    300      1.84    0.42
284    400      0.63    0.32
284    500      0.48    0.21
284    600      0.82    0.12
284    700      0.45    0.15
284    800      0.94    0.21
284    900      1.05    0.53
284   1000      0.75    0.32
284   1100      1.11    0.35
284   1200      1.28    0.47
284   1300      2.56    0.59
284   1400      3.74    0.63
284   1500      3.27    0.54
284   1600      3.03    0.53
284   1700      2.75    0.38
284   1800      1.74    0.33
284   1900      0.80    0.32
284   2000      0.87    0.37
284   2100      0.74    0.39
284   2200      0.49    0.27
284   2300      0.85    0.31
284   2400      1.70    0.25
285    100      1.41    0.43
285    200      2.22    0.33
285    300      2.03    0.24
285    400      1.18    0.19
285    500      1.96    0.32
285    600      2.31    0.31
285    700      1.00    0.42
285    800      0.55    0.30
285    900      0.85    0.36
285   1000      1.24    0.45
285   1100      1.59    0.53
285   1200      2.87    0.51
285   1300      2.34    0.54
285   1400      1.77    0.61
285   1500      1.41    0.55
285   1600      1.43    0.51
285   1700      0.79    0.30
285   1800      0.86    0.15
285   1900      1.77    0.17
285   2000      2.12    0.22
285   2100      2.43    0.18
285   2200      0.83    0.24
285   2300      1.92    0.39
285   2400      2.40    0.21
286    100      1.68    0.22
286    200      0.74    0.27
286    300      1.34    0.43
286    400      1.32    0.36
286    500      1.55    0.20
286    600      1.52    0.32
286    700      1.36    0.23
286    800      1.07    0.24
286    900      0.94    0.27
286   1000      1.49    0.43
286   1100      1.65    0.61
286   1200      2.03    0.57
286   1300      1.76    0.78
286   1400      1.51    0.62
286   1500      1.68    0.68
286   1600      1.75    0.52
286   1700      1.98    0.45
286   1800      2.30    0.83
286   1900      2.75    0.94
286   2000      2.47    0.52
286   2100      2.25    1.08
286   2200      1.59    0.69
286   2300      1.30    0.68
286   2400      2.38    0.85
287    100      2.74    0.62
287    200      3.03    0.53
287    300      2.09    0.43
287    400      2.66    0.48
287    700      6.47    0.72
287    800      6.36    0.74
287    900      6.79    0.81
287   1000      7.83    0.94
287   1100      7.04    0.94
287   1200      5.88    0.89
287   1300      4.52    1.00
287   1400      4.47    0.98
287   1500      3.88    0.95
287   1600      3.31    1.31
287   1700      2.03    0.74
287   1800      3.51    0.61
287   1900      4.77    0.56
287   2000      3.58    0.45
287   2100      1.30    0.33
